PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE
GJ 436 b,Eclipse,Mukherjee et al. 2025,25,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.7875,11.7604,2458844.5603,2458844.5603,all combined LRS spectra; tshirt Pipeline
GJ 436 b,Eclipse,Mukherjee et al. 2025,27,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.25,11.75,2458844.5603,2458844.5603,all combined LRS spectra; Eureka! Pipeline
GJ 436 b,Eclipse,Mukherjee et al. 2025,20,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8589,5.0595,2458844.5603,2458844.5603,all combined F444W spectra; tshirt Pipeline
GJ 436 b,Eclipse,Mukherjee et al. 2025,20,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4299,4.0398,2458844.5603,2458844.5603,all combined F322W2 spectra; tshirt Pipeline
GJ 436 b,Eclipse,Mukherjee et al. 2025,20,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.8589,5.0595,2458844.5603,2458844.5603,all combined F444W spectra; Eureka! Pipeline
GJ 436 b,Eclipse,Mukherjee et al. 2025,20,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4299,4.0398,2458844.5603,2458844.5603,all combined F322W2 spectra; Eureka! Pipeline
GJ 436 b,Transmission,Knutson et al. 2014,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.136,1.645,2456226.6913,2456226.6913,Unknown
GJ 436 b,Transmission,Knutson et al. 2011,8,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2454280.7819,2454865.0834,Unknown
GJ 486 b,Eclipse,Weiner Mansfield et al. 2024,22,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.21,11.618,2458844.5603,2458844.5603,Eureka! Reduction
GJ 486 b,Eclipse,Weiner Mansfield et al. 2024,22,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.21,11.618,2458844.5603,2458844.5603,SPARTA Reduction
GJ 486 b,Transmission,Moran et al. 2023,46,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.854,5.026,2458844.5603,2458844.5603,FIREFLy pipeline
GJ 486 b,Transmission,Moran et al. 2023,110,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.867,5.155,2458844.5603,2458844.5603,Eureka! pipeline
GJ 486 b,Transmission,Moran et al. 2023,47,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.865,5.119,2458844.5603,2458844.5603,Tiberius pipeline
GJ 504 b,Direct Imaging,M&acirc;lin et al. 2025,3,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,15.5,2460129.9592,2460130.0124,"Filters F1065C, F1140C, and F1550C"
GJ 9827 d,Transmission,Roy et al. 2023,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.115,1.655,2458844.5603,2458844.5603,Near-infrared Combined Spectrum
GJ 9827 d,Transmission,Piaulet-Ghorayeb et al. 2024,156,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6035,2.8135,2458844.5603,2458844.5603,"Table A2, SOSS mode, R=100, supreme-SPOON pipeline"
GQ Lup b,Direct Imaging,Cugno et al. 2024,64,Mid-Infrared Instrument (MIRI) - MRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.94,11.53,2460169.5,2460169.5,Unknown
HAT-P-1 b,Eclipse,Todorov et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Table 1
HAT-P-1 b,Eclipse,de Mooij et al. 2011,1,LIRIS,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,2.2,2.2,2458844.5603,2458844.5603,Table 1
HAT-P-1 b,Transmission,Wakeford et al. 2013,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.1269,1.6453,2456114.3453,2456114.3453,Unknown
HAT-P-1 b,Transmission,Nikolov et al. 2014,14,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.335,0.97,2458844.5603,2458844.5603,Unknown
HAT-P-1 b,Transmission,Montalto et al. 2015,5,DOLORES,Telescopio Nazionale Galileo,0.5253,0.7666,2458844.5603,2458844.5603,Unknown
HAT-P-1 b,Transmission,Wilson et al. 2015,6,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope (GRANTECAN),0.6792,0.8844,2455127.515,2456623.387,Unknown
HAT-P-1 b,Transmission,Sing et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.56,4.5,2458844.5603,2458844.5603,Unknown
HAT-P-1 b,Transmission,Sing et al. 2016,23,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3625,0.9643,2458844.5603,2458844.5603,Unknown
HAT-P-1 b,Transmission,Sing et al. 2016,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.1347,1.6555,2458844.5603,2458844.5603,Unknown
HAT-P-11 b,Transmission,Fraine et al. 2014,6,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.521,4.471,2458844.5603,2458844.5603,Unknown
HAT-P-11 b,Transmission,Fraine et al. 2014,1,Kepler CCD camera,The Kepler Mission,0.642,0.642,2458844.5603,2458844.5603,Unknown
HAT-P-11 b,Transmission,Fraine et al. 2014,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.153,1.68,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Eclipse,Wong et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Simultaneous fit of all four eclipses.
HAT-P-12 b,Transmission,Line et al. 2013,23,Wide Field Camera 3,Hubble Space Telescope satellite,1.108,1.627,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Mallonn et al. 2015,1,AFOSC,Asiago Observatory's Copernico Telescope,0.6476,0.6476,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Mallonn et al. 2015,1,Keplercam,Fred Lawrence Whipple Observatory's 1.2 meter Telescope,0.9222,0.9222,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Mallonn et al. 2015,2,Multiple Instruments,Multiple Observatories,0.4754,0.6204,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Mallonn et al. 2015,1,StanCam,Nordic Optical Telescope,0.429,0.429,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Mallonn et al. 2015,2,WiFSIP,STELLA Robotic Observatory,0.5477,0.7698,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Sing et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.56,4.5,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Sing et al. 2016,17,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.38,0.965,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Sing et al. 2016,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.132,1.6424,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Yan et al. 2020,17,MODS1,Large Binocular Telescope Observatory,0.395,0.945,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Yan et al. 2020,13,MODS2,Large Binocular Telescope Observatory,0.395,0.7367,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Panek et al. 2023,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.0994,1.6616,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Wong et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Unknown
HAT-P-12 b,Transmission,Wong et al. 2020,4,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.374,0.54,2458844.5603,2458844.5603,STIS G430L
HAT-P-12 b,Transmission,Wong et al. 2020,12,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.55,0.992,2458844.5603,2458844.5603,STIS G750L
HAT-P-12 b,Transmission,Wong et al. 2020,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.11,1.65,2458844.5603,2458844.5603,WFC3 G141
HAT-P-13 b,Eclipse,Buhler et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1
HAT-P-13 b,Eclipse,Hardy et al. 2017,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 3
HAT-P-13 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
HAT-P-14 b,Transmission,Fukui et al. 2016,1,AFOSC,Asiago Observatory's Copernico Telescope,0.648,0.648,2458844.5603,2458844.5603,Unknown
HAT-P-14 b,Transmission,Fukui et al. 2016,1,Keplercam,Fred Lawrence Whipple Observatory's 1.2 meter Telescope,0.773,0.773,2458844.5603,2458844.5603,Unknown
HAT-P-14 b,Transmission,Fukui et al. 2016,3,MuSCAT,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,0.479,0.869,2458844.5603,2458844.5603,Unknown
HAT-P-14 b,Transmission,Fukui et al. 2016,1,RISE,Liverpool 2 meter telesope at Observatorio del Roque de los Muchachos,0.616,0.616,2458844.5603,2458844.5603,Unknown
HAT-P-14 b,Transmission,Fukui et al. 2016,1,Spectral camera,Faulkes Telescope North,0.87,0.87,2458844.5603,2458844.5603,Unknown
HAT-P-16 b,Transmission,Pearson et al. 2014,1,Mont4k CCD,Steward Observatory's 1.5 meter Kuiper Telescope,0.36,0.36,2456290.6578,2456290.6578,Unknown
HAT-P-18 b,Transmission,Kirk et al. 2017,17,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,0.4874,0.9124,2458844.5603,2458844.5603,Unknown
HAT-P-18 b,Transmission,Fu et al. 2022,1021,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6078,2.8266,2459743.8534,2459743.8534,Unknown
HAT-P-18 b,Transmission,Jiang et al. 2023,26,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.78,2458844.5603,2458844.5603,Unknown
HAT-P-18 b,Transmission,Fournier-Tondreau et al. 2024,2472,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6,2.8286,2458844.5603,2458844.5603,"Figure 3, NIRISS/SOSS pixel"
HAT-P-18 b,Transmission,Fournier-Tondreau et al. 2024,139,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6064,2.7996,2458844.5603,2458844.5603,"Figure 3, NIRISS/SOSS R=100"
HAT-P-19 b,Eclipse,Kammer et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 3
HAT-P-19 b,Transmission,Mallonn et al. 2015,57,WiFSIP,STELLA Robotic Observatory,0.5641,0.7642,2458844.5603,2458844.5603,Unknown
HAT-P-19 b,Transmission,Kang et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,2458844.5603,2458844.5603,Table 3
HAT-P-2 b,Eclipse,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Figure 2
HAT-P-2 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HAT-P-2 b,Eclipse,Jacobs et al. 2025,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.126,1.638,2458844.5603,2458844.5603,Table 5
HAT-P-2 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
HAT-P-2 b,Transmission,Jacobs et al. 2025,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.126,1.638,2458844.5603,2458844.5603,Table 5
HAT-P-23 b,Transmission,Ciceri et al. 2015,4,BUSCA,Calar Alto Observatory's 2.2 meter Telescope,0.3585,0.9222,2458844.5603,2458844.5603,Unknown
HAT-P-23 b,Transmission,Ciceri et al. 2015,7,DLR-MKIII camera,Calar Alto Observatory's 1.2 meter Telescope,0.6469,0.6469,2458844.5603,2458844.5603,Unknown
HAT-P-26 b,Transmission,Stevenson et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2456405.6237,2456545.3622,Unknown
HAT-P-26 b,Transmission,Stevenson et al. 2016,23,LDSS-3C,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),0.7188,0.9937,2457129.7225,2457129.7225,Unknown
HAT-P-26 b,Transmission,Wakeford et al. 2017,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Unknown
HAT-P-26 b,Transmission,Wakeford et al. 2017,7,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.56,0.957,2458844.5603,2458844.5603,Unknown
HAT-P-26 b,Transmission,Wakeford et al. 2017,18,Wide Field Camera 3,Hubble Space Telescope satellite,0.847,1.617,2458844.5603,2458844.5603,Unknown
HAT-P-26 b,Transmission,A-thano et al. 2023,2,CCD camera,0.7 m Thai Robotic Telescope (TRT),0.672,0.805,2458844.5603,2458844.5603,"Fixed LDC - R, I bands"
HAT-P-26 b,Transmission,A-thano et al. 2023,2,CCD camera,0.7 m Thai Robotic Telescope (TRT),0.672,0.805,2458844.5603,2458844.5603,"Fitted LDC - R, I bands"
HAT-P-26 b,Transmission,A-thano et al. 2023,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.745,0.745,2458844.5603,2458844.5603,Fitted LDC - TESS
HAT-P-26 b,Transmission,A-thano et al. 2023,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.745,0.745,2458844.5603,2458844.5603,Fixed LDC - TESS
HAT-P-26 b,Transmission,A-thano et al. 2023,4,ULTRASPEC,2.4 m Thai National Telescope (TNT),0.467,0.94,2458844.5603,2458844.5603,"Fitted LDC - g, r, i, z bands"
HAT-P-26 b,Transmission,A-thano et al. 2023,4,ULTRASPEC,2.4 m Thai National Telescope (TNT),0.467,0.94,2458844.5603,2458844.5603,"Fixed LDC - g, r, i, z bands"
HAT-P-26 b,Transmission,A-thano et al. 2023,32,Wide Field Camera 3,Hubble Space Telescope satellite,0.813,1.624,2458844.5603,2458844.5603,Fixed LDC - Hubble
HAT-P-26 b,Transmission,A-thano et al. 2023,32,Wide Field Camera 3,Hubble Space Telescope satellite,0.813,1.624,2458844.5603,2458844.5603,Fitted LDC - Hubble
HAT-P-26 b,Transmission,Ramos Rosado et al. 2025,7,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.55,0.96,2458844.5603,2458844.5603,"Table 3, G750L"
HAT-P-26 b,Transmission,Ramos Rosado et al. 2025,4,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.34,0.53,2458844.5603,2458844.5603,"Table 3, G430L"
HAT-P-3 b,Eclipse,Todorov et al. 2013,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 5
HAT-P-3 b,Transmission,Ricci et al. 2017,2,CCD camera,0.51m KPNO Visitor Center Telescope (KPNO-VCT) at Kitt Peak National Observatory (KPNO),0.4407,0.9222,2458844.5603,2458844.5603,Unknown
HAT-P-3 b,Transmission,Ricci et al. 2017,1,FLAMINGOS,National Optical Astronomy Observatory (NOAO) 2.1 meter Telescope at Kitt Peak National Observatory (KPNO),1.4085,1.4085,2458844.5603,2458844.5603,Unknown
HAT-P-3 b,Transmission,Ricci et al. 2017,3,MEXMAN,National Autonomous University of Mexico (UNAM) 0.84m Telescope at El Observatorio Astronomico Nacional/Sierra San Pedro Martir (OAN/SPM),0.538,0.894,2458844.5603,2458844.5603,Unknown
HAT-P-3 b,Transmission,Ricci et al. 2017,1,SBIG STL-1301E,University of Monterrey (UDEM) 0.36m telescope at Observatorio de la Universidad de Monterrey,0.7886,0.7886,2458844.5603,2458844.5603,Unknown
HAT-P-30 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
HAT-P-32 b,Eclipse,Zhao et al. 2014,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 2
HAT-P-32 b,Eclipse,Zhao et al. 2014,2,Wide-field Infra-Red Camera (WIRC),California Institute of Technology 5.1m (200inch) Hale Telescope at Palomar Observatory,1.635,2.15,2458844.5603,2458844.5603,Table 2
HAT-P-32 b,Eclipse,Nikolov et al. 2018,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.142,1.625,2458844.5603,2458844.5603,Table 2
HAT-P-32 b,Eclipse,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Figure 2
HAT-P-32 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HAT-P-32 b,Transmission,Gibson et al. 2013,29,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Frederick C. Gillett Gemini North Telescope at Mauna Kea Observatory,0.5276,0.9255,2458844.5603,2458844.5603,Unknown
HAT-P-32 b,Transmission,Mallonn &amp; Strassmeier 2016,2,MODS1,Large Binocular Telescope Observatory,0.4475,0.7825,2456245.8033,2456245.8035,Unknown
HAT-P-32 b,Transmission,Nortmann et al. 2016,20,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.528,0.908,2458844.5603,2458844.5603,Unknown
HAT-P-32 b,Transmission,Mallonn et al. 2016,1,BUSCA,Calar Alto Observatory's 2.2 meter Telescope,0.7886,0.7886,2458844.5603,2458844.5603,Unknown
HAT-P-32 b,Transmission,Mallonn et al. 2016,1,KeplerCam,Fred Lawrence Whipple Observatory's 1.2 meter Telescope,0.9222,0.9222,2458844.5603,2458844.5603,Unknown
HAT-P-32 b,Transmission,Mallonn et al. 2016,5,Multiple Instruments,Multiple Observatories,0.4407,0.6469,2458844.5603,2458844.5603,Unknown
HAT-P-32 b,Transmission,Mallonn et al. 2016,2,ULTRACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,0.3585,0.58,2458844.5603,2458844.5603,Unknown
HAT-P-32 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HAT-P-33 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
HAT-P-4 b,Eclipse,Christiansen et al. 2011,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,2458844.5603,2458844.5603,Table 6
HAT-P-4 b,Eclipse,Todorov et al. 2013,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 5
HAT-P-40 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
HAT-P-41 b,Eclipse,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Figure 2
HAT-P-41 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HAT-P-41 b,Eclipse,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,2458844.5603,2458844.5603,Supplementary Table 5
HAT-P-41 b,Eclipse,Fu et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 2
HAT-P-41 b,Eclipse,Fu et al. 2022,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.1137,1.6345,2458844.5603,2458844.5603,Table 2
HAT-P-41 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
HAT-P-41 b,Transmission,Wakeford et al. 2020,59,Wide Field Camera 3,Hubble Space Telescope satellite,0.205,0.785,2458844.5603,2458844.5603,Unknown
HAT-P-41 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HAT-P-51 b,Transmission,Kang et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,2458844.5603,2458844.5603,Table 3
HAT-P-55 b,Transmission,Kang et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,2458844.5603,2458844.5603,Table 3
HAT-P-57 b,Transmission,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,2458844.5603,2458844.5603,Unknown
HAT-P-6 b,Eclipse,Todorov et al. 2012,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,"Table 4 (eclip depth), Table 5 (bright temp)"
HAT-P-65 b,Transmission,Kang et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,2458844.5603,2458844.5603,Table 3
HAT-P-7 b,Eclipse,Wong et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,From abstract
HAT-P-7 b,Eclipse,Christiansen et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Table 3
HAT-P-7 b,Eclipse,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Figure 2
HAT-P-7 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HAT-P-7 b,Transmission,Wong et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2455419.5574,2455430.582,From Table 4
HAT-P-7 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HAT-P-7 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
HAT-P-70 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HAT-P-8 b,Eclipse,Todorov et al. 2012,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,"Table 4 (eclip depth), Table 5 (bright temp)"
HATS-2 b,Transmission,Biagiotti et al. 2024,2,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6489,0.82,2458844.5603,2458844.5603,"from text, Section 6"
HATS-2 b,Transmission,Biagiotti et al. 2024,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.477,0.9134,2458844.5603,2458844.5603,"from text, Section 6"
HD 106315 c,Transmission,Guilluy et al. 2021,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,2458844.5603,2458844.5603,Table 5
HD 149026 b,Eclipse,Harrington et al. 2007,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2458844.5603,2458844.5603,Unknown
HD 149026 b,Eclipse,Stevenson et al. 2012,5,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,16.0,2458844.5603,2458844.5603,eclipse depth taken from Abstract
HD 149026 b,Eclipse,Bean et al. 2023,140,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.36,5.02,2458844.5603,2458844.5603,Unknown
HD 189733 b,Eclipse,Agol et al. 2010,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2458844.5603,2458844.5603,Table 4
HD 189733 b,Eclipse,Deming et al. 2006,1,Infrared Spectrograph (IRS),Spitzer Space Telescope satellite,16.0,16.0,2458844.5603,2458844.5603,eclipse depth taken from Abstract
HD 189733 b,Eclipse,Charbonneau et al. 2008,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Table 1
HD 189733 b,Eclipse,Charbonneau et al. 2008,1,Infrared Spectrograph (IRS),Spitzer Space Telescope satellite,16.0,16.0,2458844.5603,2458844.5603,Table 1
HD 189733 b,Eclipse,Charbonneau et al. 2008,1,Multiband Imaging Photometer (MIPS),Spitzer Space Telescope satellite,24.0,24.0,2458844.5603,2458844.5603,Table 1
HD 189733 b,Eclipse,Knutson et al. 2009,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2458844.5603,2458844.5603,Table 1
HD 189733 b,Eclipse,Knutson et al. 2009,1,Multiband Imaging Photometer (MIPS),Spitzer Space Telescope satellite,24.0,24.0,2458844.5603,2458844.5603,Table 1
HD 189733 b,Eclipse,Swain et al. 2009,18,Near Infrared Camera and Multi-Object Spectrometer (NICMOS),Hubble Space Telescope satellite,1.476,2.446,2458844.5603,2458844.5603,Table 1
HD 189733 b,Eclipse,Changeat et al. 2022,6,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,24.0,2458844.5603,2458844.5603,Figure 2
HD 189733 b,Eclipse,Changeat et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,2458844.5603,2458844.5603,Figure 2
HD 189733 b,Eclipse,Zhang et al. 2024,53,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.425,4.975,2458844.5603,2458844.5603,Unknown
HD 189733 b,Eclipse,Inglis et al. 2024,33,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.75,2459871.3563,2459871.3563,"Eureka! Reduction, Eclipse 1"
HD 189733 b,Eclipse,Inglis et al. 2024,33,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.125,11.75,2460126.4923,2460126.4923,"Eureka! Reduction, Eclipse 2"
HD 189733 b,Transmission,D&eacute;sert et al. 2011,1,Infrared Array camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2454430.3106,2454430.3106,Unknown
